"paper","year","da_label","descriptive","inferential","machine_learning","method"
"http://orkg.org/orkg/resource/R194895",2019,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R195153",2018,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R211188",2014,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R211294",2014,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R211467",2014,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R556363",2006,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R578020",2006,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R578027",2006,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R583034",2005,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R583188",2004,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R220618",2013,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R220810",2013,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R221187",2012,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R280747",2009,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R285816",2008,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R195806",2017,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R369339",2007,"analysis","descriptive",,,"comparative analysis"
"http://orkg.org/orkg/resource/R198663",2016,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R195005",2018,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R583928",2004,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R584056",2003,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R229340",2022,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R369483",2007,"analysis","descriptive",,,"axial coding"
"http://orkg.org/orkg/resource/R193357",2021,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R194054",2020,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R195587",2017,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R198663",2016,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R195005",2018,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R211121",2014,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R583928",2004,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R584056",2003,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R586489",2003,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R229340",2022,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R276024",2011,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R287825",2008,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R369483",2007,"analysis","descriptive",,,"open coding"
"http://orkg.org/orkg/resource/R195005",2018,"analysis","descriptive",,,"selective coding"
"http://orkg.org/orkg/resource/R229340",2022,"analysis","descriptive",,,"selective coding"
"http://orkg.org/orkg/resource/R369483",2007,"analysis","descriptive",,,"selective coding"
"http://orkg.org/orkg/resource/R193336",2021,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R193089",2021,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R193357",2021,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R193849",2021,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R194054",2020,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R195144",2018,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R195578",2017,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R211411",2014,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R554452",2007,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R580100",2005,"analysis","descriptive",,,"thematic analysis"
"http://orkg.org/orkg/resource/R192386",2021,"analysis","descriptive",,,"word-tag coding"
"http://orkg.org/orkg/resource/R193089",2021,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R192386",2021,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R193849",2021,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R198724",2016,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R583066",2005,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R288460",2007,"analysis","descriptive",,,"category coding"
"http://orkg.org/orkg/resource/R192398",2021,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R194054",2020,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R194237",2019,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R200119",2015,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R193406",2020,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R211411",2014,"analysis","descriptive",,,"triangulation"
"http://orkg.org/orkg/resource/R583048",2005,"analysis","descriptive",,,"manual analysis"
"http://orkg.org/orkg/resource/R229375",2022,"analysis","descriptive",,,"manual analysis"
"http://orkg.org/orkg/resource/R193035",2021,"analysis","descriptive",,,"initial coding"
"http://orkg.org/orkg/resource/R193406",2020,"analysis","descriptive",,,"initial coding"
"http://orkg.org/orkg/resource/R193035",2021,"analysis","descriptive",,,"pattern coding"
"http://orkg.org/orkg/resource/R193035",2021,"analysis","descriptive",,,"protocol coding"
"http://orkg.org/orkg/resource/R194114",2020,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R194237",2019,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R211121",2014,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R584012",2004,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R220643",2013,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R256580",2011,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R279141",2010,"analysis","descriptive",,,"content analysis"
"http://orkg.org/orkg/resource/R194114",2020,"analysis","descriptive",,,"deductive coding"
"http://orkg.org/orkg/resource/R193336",2021,"analysis","descriptive",,,"peer-coding"
"http://orkg.org/orkg/resource/R193357",2021,"analysis","descriptive",,,"top-down coding"
"http://orkg.org/orkg/resource/R193866",2021,"analysis","descriptive",,,"sentiment analysis"
"http://orkg.org/orkg/resource/R193866",2021,"analysis","descriptive",,,"closed coding"
"http://orkg.org/orkg/resource/R193866",2021,"analysis","descriptive",,,"topic analysis"
"http://orkg.org/orkg/resource/R194698",2018,"analysis","descriptive",,,"topic analysis"
"http://orkg.org/orkg/resource/R193406",2020,"analysis","descriptive",,,"focused coding"
"http://orkg.org/orkg/resource/R193406",2020,"analysis","descriptive",,,"theoretical coding"
"http://orkg.org/orkg/resource/R193467",2020,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R194474",2019,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R194641",2020,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R195578",2017,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R195728",2017,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R195866",2017,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R198797",2016,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R198833",2016,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R198856",2016,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R198994",2016,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R200098",2015,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R200119",2015,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R211096",2014,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R211494",2014,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R220858",2012,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R225580",2012,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R254495",2011,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R280335",2010,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R283069",2009,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R195519",2017,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R199149",2015,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R598694",2000,"analysis","descriptive",,,"coding"
"http://orkg.org/orkg/resource/R193467",2020,"analysis","descriptive",,,"mapping"
"http://orkg.org/orkg/resource/R285781",2008,"analysis","descriptive",,,"gap analysis"
"http://orkg.org/orkg/resource/R285790",2008,"analysis","descriptive",,,"brokerage concept"
"http://orkg.org/orkg/resource/R194093",2020,"analysis","descriptive",,,"behavioural analysis"
"http://orkg.org/orkg/resource/R198994",2016,"analysis","descriptive",,,"a priori coding"
"http://orkg.org/orkg/resource/R194974",2018,"analysis","descriptive",,,"software product line analysis"
"http://orkg.org/orkg/resource/R195144",2018,"analysis","descriptive",,,"synthesis"
"http://orkg.org/orkg/resource/R199014",2015,"analysis","descriptive",,,"synthesis"
"http://orkg.org/orkg/resource/R195749",2017,"analysis","descriptive",,,"Ticket-commit network chart"
"http://orkg.org/orkg/resource/R195806",2017,"analysis","descriptive",,,"Scenarios"
"http://orkg.org/orkg/resource/R288432",2008,"analysis","descriptive",,,"Noramlized mutual information score"
"http://orkg.org/orkg/resource/R288494",2007,"analysis","descriptive",,,"preliminary analysis "
"http://orkg.org/orkg/resource/R369339",2007,"analysis","descriptive",,,"preliminary analysis "
"http://orkg.org/orkg/resource/R198833",2016,"analysis","descriptive",,,"multidimensional modeling"
"http://orkg.org/orkg/resource/R198994",2016,"analysis","descriptive",,,"Cross-case synthesis"
"http://orkg.org/orkg/resource/R580127",2005,"analysis","descriptive",,,"impact analysis"
"http://orkg.org/orkg/resource/R588573",2002,"analysis","descriptive",,,"impact analysis"
"http://orkg.org/orkg/resource/R598496",2000,"analysis","descriptive",,,"impact analysis"
"http://orkg.org/orkg/resource/R200045",2015,"analysis","descriptive",,,"causal component model"
"http://orkg.org/orkg/resource/R288766",2007,"analysis","descriptive",,,"retrospective analysis "
"http://orkg.org/orkg/resource/R211145",2014,"analysis","descriptive",,,"Countermeasure goals"
"http://orkg.org/orkg/resource/R211294",2014,"analysis","descriptive",,,"process analysis"
"http://orkg.org/orkg/resource/R211494",2014,"analysis","descriptive",,,"Framework for goal models with qualities"
"http://orkg.org/orkg/resource/R288808",2007,"analysis","descriptive",,,"message sequence chart"
"http://orkg.org/orkg/resource/R588498",2002,"analysis","descriptive",,,"linguistic analysis"
"http://orkg.org/orkg/resource/R288808",2007,"analysis","descriptive",,,"linguistic analysis"
"http://orkg.org/orkg/resource/R580091",2005,"analysis","descriptive",,,"scenario analysis"
"http://orkg.org/orkg/resource/R369685",2007,"analysis","descriptive",,,"scenario analysis"
"http://orkg.org/orkg/resource/R589022",2002,"analysis","descriptive",,,"trade-Off Analysis"
"http://orkg.org/orkg/resource/R369685",2007,"analysis","descriptive",,,"trade-Off Analysis"
"http://orkg.org/orkg/resource/R221156",2012,"analysis","descriptive",,,"sensitivity analysis"
"http://orkg.org/orkg/resource/R588512",2002,"analysis","descriptive",,,"SCENario ASSisTant"
"http://orkg.org/orkg/resource/R589038",2002,"analysis","descriptive",,,"RE process maturity assessment model"
"http://orkg.org/orkg/resource/R596045",2001,"analysis","descriptive",,,"hazard analysis"
"http://orkg.org/orkg/resource/R597081",2001,"analysis","descriptive",,,"classification"
"http://orkg.org/orkg/resource/R597409",2001,"analysis","descriptive",,,"Component-Bus-System-Property approach"
"http://orkg.org/orkg/resource/R597910",2001,"analysis","descriptive",,,"static analysis"
"http://orkg.org/orkg/resource/R597910",2001,"analysis","descriptive",,,"dynamic analysis"
"http://orkg.org/orkg/resource/R597910",2001,"analysis","descriptive",,,"coupling analysis"
"http://orkg.org/orkg/resource/R597910",2001,"analysis","descriptive",,,"change impact analysis"
"http://orkg.org/orkg/resource/R598067",2001,"analysis","descriptive",,,"Requirements-Based Dynamic Metrics approach"
"http://orkg.org/orkg/resource/R598230",2001,"analysis","descriptive",,,"REVEAL"
"http://orkg.org/orkg/resource/R598496",2000,"analysis","descriptive",,,"SACHER"
"http://orkg.org/orkg/resource/R598496",2000,"analysis","descriptive",,,"cost analysis"
"http://orkg.org/orkg/resource/R598586",2000,"analysis","descriptive",,,"Shallow parsing approach"
"http://orkg.org/orkg/resource/R598586",2000,"analysis","descriptive",,,"validation of natural language requirements"
"http://orkg.org/orkg/resource/R598614",2000,"analysis","descriptive",,,"BORM Object Behavior Analysis"
"http://orkg.org/orkg/resource/R598631",2000,"analysis","descriptive",,,"Tool for defect detection and prevention"
"http://orkg.org/orkg/resource/R598694",2000,"analysis","descriptive",,,"intra version analysis"
"http://orkg.org/orkg/resource/R598694",2000,"analysis","descriptive",,,"inter version analysis"
"http://orkg.org/orkg/resource/R249016",2011,"analysis","descriptive",,,"Structured Transition Systems"
"http://orkg.org/orkg/resource/R194922",2018,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195551",2017,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R196009",2017,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198673",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198706",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198917",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198795",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R200106",2015,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195179",2018,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195218",2018,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R195982",2017,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198808",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199158",2015,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199162",2015,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R200042",2015,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211198",2014,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211474",2014,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211502",2014,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R220371",2013,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R220390",2013,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R555710",2007,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R557163",2006,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R263000",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R276015",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280521",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R285776",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288476",2007,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R556637",2006,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R580060",2005,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R583074",2005,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R583119",2005,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R587101",2003,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R580141",2005,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R587110",2003,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R584117",2003,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R220611",2013,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R220838",2012,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R221163",2012,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R222366",2012,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R225574",2012,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R227501",2022,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R227551",2022,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R249021",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R264011",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R265006",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R276009",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R276045",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R279116",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R159690",2011,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280329",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280375",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280412",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280481",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280511",2010,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280758",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280798",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R280811",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281166",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281172",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R281210",2009,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R283106",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R283098",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R285771",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R287812",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R287863",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288453",2008,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288485",2007,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288507",2007,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R198964",2016,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R199005",2015,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R288801",2007,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211404",2014,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R211438",2014,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R220383",2013,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R221183",2012,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R589009",2002,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R597176",2001,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R598274",2000,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R598598",2000,"analysis","descriptive",,,
"http://orkg.org/orkg/resource/R554460",2007,"analysis",,,,"Context-Awareness Problems Analysis"
"http://orkg.org/orkg/resource/R554861",2007,"analysis",,,,"Formal Concept Analysis "
"http://orkg.org/orkg/resource/R276000",2011,"analysis",,,,"detailed analysis"
"http://orkg.org/orkg/resource/R576793",2006,"analysis",,,,"problem analysis"
"http://orkg.org/orkg/resource/R588487",2002,"analysis",,,,"problem analysis"
"http://orkg.org/orkg/resource/R576793",2006,"analysis",,,,"solution analysis"
"http://orkg.org/orkg/resource/R283077",2009,"analysis",,,,"RNLS-based analysis"
"http://orkg.org/orkg/resource/R283077",2009,"analysis",,,,"Annotation-based analysis"
"http://orkg.org/orkg/resource/R576793",2006,"analysis",,,,"goal analysis"
"http://orkg.org/orkg/resource/R578035",2006,"analysis",,,,"goal analysis"
"http://orkg.org/orkg/resource/R587127",2002,"analysis",,,,"goal analysis"
"http://orkg.org/orkg/resource/R588557",2002,"analysis",,,,"domain analysis "
"http://orkg.org/orkg/resource/R583082",2005,"analysis",,,,"obstacle analysis"
"http://orkg.org/orkg/resource/R583090",2005,"analysis",,,,"feature dependency analysis"
"http://orkg.org/orkg/resource/R583127",2005,"analysis",,,,"Specification Pattern Instantiation and Derivation EnviRonment (SPIDER)"
"http://orkg.org/orkg/resource/R583218",2004,"analysis",,,,"document matrix"
"http://orkg.org/orkg/resource/R583895",2004,"analysis",,,,"lightswitch method"
"http://orkg.org/orkg/resource/R584085",2003,"analysis",,,,"Executable Use Cases (EUCs)"
"http://orkg.org/orkg/resource/R584109",2003,"analysis",,,,"Triggered Message Sequence Charts (TMSCs)"
"http://orkg.org/orkg/resource/R597400",2001,"analysis",,,,"formal analysis"
"http://orkg.org/orkg/resource/R586527",2003,"analysis",,,,"Process Logistics and Advanced Technical Optimization (PLATO)"
"http://orkg.org/orkg/resource/R587127",2002,"analysis",,,,"use case analysis"
"http://orkg.org/orkg/resource/R587141",2002,"analysis",,,,"CORBA"
"http://orkg.org/orkg/resource/R580149",2005,"analysis",,,,"Framework for Modelling Policies"
"http://orkg.org/orkg/resource/R583218",2004,"analysis",,,,"information model"
"http://orkg.org/orkg/resource/R588487",2002,"analysis",,,,"Problem frames"
"http://orkg.org/orkg/resource/R586512",2003,"analysis",,,,"model checking"
"http://orkg.org/orkg/resource/R597400",2001,"analysis",,,,"model checking"
"http://orkg.org/orkg/resource/R587153",2002,"analysis",,,,"ISO/IEC quality standard"
"http://orkg.org/orkg/resource/R589029",2002,"analysis",,,,"autodriving method of data review"
"http://orkg.org/orkg/resource/R193330",2021,"analysis",,,,"grounded theory"
"http://orkg.org/orkg/resource/R589002",2002,"analysis",,,,"grounded theory"
"http://orkg.org/orkg/resource/R193022",2021,"analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R586512",2003,"analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R589002",2002,"analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R283077",2009,"analysis",,,,"comparative analysis"
"http://orkg.org/orkg/resource/R193330",2021,"analysis",,,,"axial coding"
"http://orkg.org/orkg/resource/R589029",2002,"analysis",,,,"axial coding"
"http://orkg.org/orkg/resource/R227482",2022,"analysis",,,,"axial coding"
"http://orkg.org/orkg/resource/R193330",2021,"analysis",,,,"open coding"
"http://orkg.org/orkg/resource/R589029",2002,"analysis",,,,"open coding"
"http://orkg.org/orkg/resource/R227482",2022,"analysis",,,,"open coding"
"http://orkg.org/orkg/resource/R193330",2021,"analysis",,,,"selective coding"
"http://orkg.org/orkg/resource/R193070",2021,"analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R194686",2018,"analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R197609",2017,"analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R227482",2022,"analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R254521",2011,"analysis",,,,"thematic analysis"
"http://orkg.org/orkg/resource/R596015",2001,"analysis",,,,"pattern coding"
"http://orkg.org/orkg/resource/R198877",2016,"analysis",,,,"content analysis"
"http://orkg.org/orkg/resource/R193818",2021,"analysis",,,,"clustering"
"http://orkg.org/orkg/resource/R193818",2021,"analysis",,,,"inspiRE-D method"
"http://orkg.org/orkg/resource/R211485",2014,"analysis",,,,"coding"
"http://orkg.org/orkg/resource/R220798",2013,"analysis",,,,"coding"
"http://orkg.org/orkg/resource/R199039",2015,"analysis",,,,"mapping"
"http://orkg.org/orkg/resource/R596015",2001,"analysis",,,,"behavioural analysis"
"http://orkg.org/orkg/resource/R194686",2018,"analysis",,,,"a priori coding"
"http://orkg.org/orkg/resource/R195107",2018,"analysis",,,,"synthesis"
"http://orkg.org/orkg/resource/R195669",2017,"analysis",,,,"Sequence-based enumeration extended for security"
"http://orkg.org/orkg/resource/R196065",2017,"analysis",,,,"Scenarios"
"http://orkg.org/orkg/resource/R288443",2008,"analysis",,,,"reasoning"
"http://orkg.org/orkg/resource/R198877",2016,"analysis",,,,"artefact analysis"
"http://orkg.org/orkg/resource/R199039",2015,"analysis",,,,"Repertory grid technique"
"http://orkg.org/orkg/resource/R288513",2007,"analysis",,,,"goal-oriented analysis"
"http://orkg.org/orkg/resource/R288783",2007,"analysis",,,,"e^3 control approach"
"http://orkg.org/orkg/resource/R583098",2005,"analysis",,,,"trade-Off Analysis"
"http://orkg.org/orkg/resource/R220629",2013,"analysis",,,,"Assumption-based risk identification method"
"http://orkg.org/orkg/resource/R583886",2004,"analysis",,,,"sensitivity analysis"
"http://orkg.org/orkg/resource/R221838",2012,"analysis",,,,"sentence interpretation  procedure"
"http://orkg.org/orkg/resource/R589002",2002,"analysis",,,,"Checklands soft system methodology (SSM)"
"http://orkg.org/orkg/resource/R596015",2001,"analysis",,,,"SYMLOG methodology"
"http://orkg.org/orkg/resource/R596037",2001,"analysis",,,,"method for consistency management"
"http://orkg.org/orkg/resource/R597186",2001,"analysis",,,,"product family approach extended by n-dimensional and hierarchical product lines"
"http://orkg.org/orkg/resource/R597386",2001,"analysis",,,,"Enterprise Resource Planning (ERP) requirements driven approach"
"http://orkg.org/orkg/resource/R597880",2001,"analysis",,,,"Product-Line Requirements Specification"
"http://orkg.org/orkg/resource/R597880",2001,"analysis",,,,"commonality analysis"
"http://orkg.org/orkg/resource/R597889",2001,"analysis",,,,"Analytical Redundancy approach"
"http://orkg.org/orkg/resource/R598223",2001,"analysis",,,,"Analysis of specification using virtual reality model"
"http://orkg.org/orkg/resource/R598506",2000,"analysis",,,,"IBIS"
"http://orkg.org/orkg/resource/R598506",2000,"analysis",,,,"QOC"
"http://orkg.org/orkg/resource/R279151",2010,"analysis",,,,
