"paper","year","dc_label"
"http://orkg.org/orkg/resource/R220845","2012","survey"
"http://orkg.org/orkg/resource/R220858","2012","interview"
"http://orkg.org/orkg/resource/R220874","2012","case study"
"http://orkg.org/orkg/resource/R220881","2012","experiment"
"http://orkg.org/orkg/resource/R220898","2012","experiment"
"http://orkg.org/orkg/resource/R221137","2012","case study"
"http://orkg.org/orkg/resource/R221147","2012","case study"
"http://orkg.org/orkg/resource/R221156","2012","experiment"
"http://orkg.org/orkg/resource/R221163","2012","experiment"
"http://orkg.org/orkg/resource/R221169","2012","case study"
"http://orkg.org/orkg/resource/R221176","2012","experiment"
"http://orkg.org/orkg/resource/R221183","2012","case study"
"http://orkg.org/orkg/resource/R221187","2012","case study"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221801","2012","survey"
"http://orkg.org/orkg/resource/R221821","2012","experiment"
"http://orkg.org/orkg/resource/R221838","2012","experiment"
"http://orkg.org/orkg/resource/R222366","2012","case study"
"http://orkg.org/orkg/resource/R222375","2012","experiment"
"http://orkg.org/orkg/resource/R225574","2012","study"
"http://orkg.org/orkg/resource/R225580","2012","case study"
"http://orkg.org/orkg/resource/R225589","2012","case study"
"http://orkg.org/orkg/resource/R227465","2022","experiment"
"http://orkg.org/orkg/resource/R227482","2022","interview"
"http://orkg.org/orkg/resource/R227501","2022","study"
"http://orkg.org/orkg/resource/R227514","2022","secondary research"
"http://orkg.org/orkg/resource/R227514","2022","experiment"
"http://orkg.org/orkg/resource/R227533","2022","experiment"
"http://orkg.org/orkg/resource/R227551","2022","survey"
"http://orkg.org/orkg/resource/R227551","2022","experiment"
"http://orkg.org/orkg/resource/R228189","2022","survey"
"http://orkg.org/orkg/resource/R228211","2022","experiment"
"http://orkg.org/orkg/resource/R228229","2022","secondary research"
"http://orkg.org/orkg/resource/R228262","2022","secondary research"
"http://orkg.org/orkg/resource/R229273","2022","secondary research"
"http://orkg.org/orkg/resource/R229273","2022","case study"
"http://orkg.org/orkg/resource/R229316","2022","secondary research"
"http://orkg.org/orkg/resource/R229316","2022","experiment"
"http://orkg.org/orkg/resource/R229340","2022","secondary research"
"http://orkg.org/orkg/resource/R229340","2022","interview"
"http://orkg.org/orkg/resource/R229375","2022","secondary research"
"http://orkg.org/orkg/resource/R249016","2011","case study"
"http://orkg.org/orkg/resource/R249021","2011","experiment"
"http://orkg.org/orkg/resource/R249030","2011","case study"
"http://orkg.org/orkg/resource/R254495","2011","interview"
"http://orkg.org/orkg/resource/R254495","2011","survey"
"http://orkg.org/orkg/resource/R254508","2011","interview"
"http://orkg.org/orkg/resource/R254508","2011","study"
"http://orkg.org/orkg/resource/R254508","2011","survey"
"http://orkg.org/orkg/resource/R254521","2011","study"
"http://orkg.org/orkg/resource/R254521","2011","action research"
"http://orkg.org/orkg/resource/R256580","2011","interview"
"http://orkg.org/orkg/resource/R263000","2011","case study"
"http://orkg.org/orkg/resource/R264011","2011","case study"
"http://orkg.org/orkg/resource/R265006","2011","experiment"
"http://orkg.org/orkg/resource/R265019","2011","experiment"
"http://orkg.org/orkg/resource/R276000","2011","secondary research"
"http://orkg.org/orkg/resource/R276009","2011","case study"
"http://orkg.org/orkg/resource/R276015","2011","study"
"http://orkg.org/orkg/resource/R276024","2011","case study"
"http://orkg.org/orkg/resource/R276031","2011","case study"
"http://orkg.org/orkg/resource/R276045","2011","experiment"
"http://orkg.org/orkg/resource/R276051","2011","experiment"
"http://orkg.org/orkg/resource/R279079","2010","experiment"
"http://orkg.org/orkg/resource/R279086","2010","experiment"
"http://orkg.org/orkg/resource/R279109","2010","experiment"
"http://orkg.org/orkg/resource/R279116","2010","study"
"http://orkg.org/orkg/resource/R279116","2010","interview"
"http://orkg.org/orkg/resource/R279126","2010","case study"
"http://orkg.org/orkg/resource/R279136","2010","study"
"http://orkg.org/orkg/resource/R279141","2010","interview"
"http://orkg.org/orkg/resource/R279151","2010","interview"
"http://orkg.org/orkg/resource/R159690","2011","survey"
"http://orkg.org/orkg/resource/R280329","2010","study"
"http://orkg.org/orkg/resource/R280335","2010","survey"
"http://orkg.org/orkg/resource/R280335","2010","interview"
"http://orkg.org/orkg/resource/R280347","2010","survey"
"http://orkg.org/orkg/resource/R280375","2010","case study"
"http://orkg.org/orkg/resource/R280412","2010","case study"
"http://orkg.org/orkg/resource/R280486","2010","study"
"http://orkg.org/orkg/resource/R280481","2010","case study"
"http://orkg.org/orkg/resource/R280498","2010","experiment"
"http://orkg.org/orkg/resource/R280498","2010","experiment"
"http://orkg.org/orkg/resource/R280511","2010","experiment"
"http://orkg.org/orkg/resource/R280511","2010","survey"
"http://orkg.org/orkg/resource/R280521","2010","case study"
"http://orkg.org/orkg/resource/R280529","2010","case study"
"http://orkg.org/orkg/resource/R280738","2009","experiment"
"http://orkg.org/orkg/resource/R280747","2009","secondary research"
"http://orkg.org/orkg/resource/R280758","2009","experiment"
"http://orkg.org/orkg/resource/R280765","2009","experiment"
"http://orkg.org/orkg/resource/R280765","2009","experiment"
"http://orkg.org/orkg/resource/R280793","2009","case study"
"http://orkg.org/orkg/resource/R280798","2009","interview"
"http://orkg.org/orkg/resource/R280798","2009","case study"
"http://orkg.org/orkg/resource/R280811","2009","case study"
"http://orkg.org/orkg/resource/R280818","2009","case study"
"http://orkg.org/orkg/resource/R281162","2009","case study"
"http://orkg.org/orkg/resource/R281166","2009","case study"
"http://orkg.org/orkg/resource/R281172","2009","survey"
"http://orkg.org/orkg/resource/R281188","2009","study"
"http://orkg.org/orkg/resource/R281194","2009","experiment"
"http://orkg.org/orkg/resource/R194093","2020","case study"
"http://orkg.org/orkg/resource/R195982","2017","case study"
"http://orkg.org/orkg/resource/R195218","2018","study"
"http://orkg.org/orkg/resource/R195767","2017","study"
"http://orkg.org/orkg/resource/R194884","2019","experiment"
"http://orkg.org/orkg/resource/R220798","2013","case study"
"http://orkg.org/orkg/resource/R211106","2014","study"
"http://orkg.org/orkg/resource/R211106","2014","study"
"http://orkg.org/orkg/resource/R227482","2022","case study"
"http://orkg.org/orkg/resource/R227482","2022","study"
"http://orkg.org/orkg/resource/R228189","2022","experiment"
"http://orkg.org/orkg/resource/R228229","2022","study"
"http://orkg.org/orkg/resource/R229273","2022","experiment"
"http://orkg.org/orkg/resource/R192398","2021","survey"
"http://orkg.org/orkg/resource/R192398","2021","study"
"http://orkg.org/orkg/resource/R283069","2009","case study"
"http://orkg.org/orkg/resource/R283080","2009","experiment"
"http://orkg.org/orkg/resource/R283098","2008","case study"
"http://orkg.org/orkg/resource/R283106","2008","experiment"
"http://orkg.org/orkg/resource/R283077","2009","case study"
"http://orkg.org/orkg/resource/R193022","2021","case study"
"http://orkg.org/orkg/resource/R193035","2021","study"
"http://orkg.org/orkg/resource/R193035","2021","study"
"http://orkg.org/orkg/resource/R193308","2021","interview"
"http://orkg.org/orkg/resource/R193336","2021","study"
"http://orkg.org/orkg/resource/R193818","2021","study"
"http://orkg.org/orkg/resource/R193849","2021","survey"
"http://orkg.org/orkg/resource/R193849","2021","interview"
"http://orkg.org/orkg/resource/R193371","2020","study"
"http://orkg.org/orkg/resource/R193385","2020","survey"
"http://orkg.org/orkg/resource/R193406","2020","case study"
"http://orkg.org/orkg/resource/R193406","2020","study"
"http://orkg.org/orkg/resource/R193406","2020","survey"
"http://orkg.org/orkg/resource/R193920","2020","study"
"http://orkg.org/orkg/resource/R193920","2020","study"
"http://orkg.org/orkg/resource/R193467","2020","secondary research"
"http://orkg.org/orkg/resource/R193467","2020","study"
"http://orkg.org/orkg/resource/R193490","2020","experiment"
"http://orkg.org/orkg/resource/R285776","2008","experiment"
"http://orkg.org/orkg/resource/R285781","2008","case study"
"http://orkg.org/orkg/resource/R285790","2008","survey"
"http://orkg.org/orkg/resource/R285790","2008","case study"
"http://orkg.org/orkg/resource/R285808","2008","case study"
"http://orkg.org/orkg/resource/R285816","2008","case study"
"http://orkg.org/orkg/resource/R285816","2008","experiment"
"http://orkg.org/orkg/resource/R194054","2020","case study"
"http://orkg.org/orkg/resource/R194054","2020","study"
"http://orkg.org/orkg/resource/R194114","2020","survey"
"http://orkg.org/orkg/resource/R194125","2020","study"
"http://orkg.org/orkg/resource/R194125","2020","case study"
"http://orkg.org/orkg/resource/R194139","2020","secondary research"
"http://orkg.org/orkg/resource/R194139","2020","case study"
"http://orkg.org/orkg/resource/R194641","2020","secondary research"
"http://orkg.org/orkg/resource/R194237","2019","study"
"http://orkg.org/orkg/resource/R194686","2018","case study"
"http://orkg.org/orkg/resource/R194698","2018","experiment"
"http://orkg.org/orkg/resource/R194922","2018","experiment"
"http://orkg.org/orkg/resource/R194954","2018","secondary research"
"http://orkg.org/orkg/resource/R194974","2018","secondary research"
"http://orkg.org/orkg/resource/R195005","2018","survey"
"http://orkg.org/orkg/resource/R195113","2018","study"
"http://orkg.org/orkg/resource/R195129","2018","secondary research"
"http://orkg.org/orkg/resource/R287812","2008","case study"
"http://orkg.org/orkg/resource/R287812","2008","survey"
"http://orkg.org/orkg/resource/R287825","2008","interview"
"http://orkg.org/orkg/resource/R287836","2008","experiment"
"http://orkg.org/orkg/resource/R287845","2008","secondary research"
"http://orkg.org/orkg/resource/R195144","2018","study"
"http://orkg.org/orkg/resource/R195144","2018","study"
"http://orkg.org/orkg/resource/R288764","2007","study"
"http://orkg.org/orkg/resource/R200119","2015","study"
"http://orkg.org/orkg/resource/R288783","2007","case study"
"http://orkg.org/orkg/resource/R200119","2015","interview"
"http://orkg.org/orkg/resource/R288801","2007","case study"
"http://orkg.org/orkg/resource/R211096","2014","case study"
"http://orkg.org/orkg/resource/R211106","2014","case study"
"http://orkg.org/orkg/resource/R211177","2014","secondary research"
"http://orkg.org/orkg/resource/R211198","2014","survey"
"http://orkg.org/orkg/resource/R583013","2005","study"
"http://orkg.org/orkg/resource/R583022","2005","case study"
"http://orkg.org/orkg/resource/R583034","2005","case study"
"http://orkg.org/orkg/resource/R583056","2005","study"
"http://orkg.org/orkg/resource/R583066","2005","secondary research"
"http://orkg.org/orkg/resource/R583074","2005","study"
"http://orkg.org/orkg/resource/R583082","2005","study"
"http://orkg.org/orkg/resource/R583090","2005","case study"
"http://orkg.org/orkg/resource/R583098","2005","case study"
"http://orkg.org/orkg/resource/R583105","2005","experiment"
"http://orkg.org/orkg/resource/R583119","2005","experiment"
"http://orkg.org/orkg/resource/R583127","2005","study"
"http://orkg.org/orkg/resource/R583135","2005","study"
"http://orkg.org/orkg/resource/R583147","2005","case study"
"http://orkg.org/orkg/resource/R583153","2005","case study"
"http://orkg.org/orkg/resource/R583166","2004","study"
"http://orkg.org/orkg/resource/R583172","2004","interview"
"http://orkg.org/orkg/resource/R583172","2004","survey"
"http://orkg.org/orkg/resource/R583188","2004","case study"
"http://orkg.org/orkg/resource/R583209","2004","study"
"http://orkg.org/orkg/resource/R583218","2004","case study"
"http://orkg.org/orkg/resource/R583860","2004","study"
"http://orkg.org/orkg/resource/R583866","2004","case study"
"http://orkg.org/orkg/resource/R583872","2004","study"
"http://orkg.org/orkg/resource/R583880","2004","case study"
"http://orkg.org/orkg/resource/R583886","2004","action research"
"http://orkg.org/orkg/resource/R583895","2004","case study"
"http://orkg.org/orkg/resource/R583903","2004","case study"
"http://orkg.org/orkg/resource/R583912","2004","action research"
"http://orkg.org/orkg/resource/R583920","2004","study"
"http://orkg.org/orkg/resource/R583928","2004","case study"
"http://orkg.org/orkg/resource/R583935","2004","study"
"http://orkg.org/orkg/resource/R583952","2004","study"
"http://orkg.org/orkg/resource/R584012","2004","case study"
"http://orkg.org/orkg/resource/R584020","2004","experiment"
"http://orkg.org/orkg/resource/R584028","2004","case study"
"http://orkg.org/orkg/resource/R584036","2004","case study"
"http://orkg.org/orkg/resource/R584044","2004","case study"
"http://orkg.org/orkg/resource/R584056","2003","study"
"http://orkg.org/orkg/resource/R584065","2003","case study"
"http://orkg.org/orkg/resource/R584073","2003","secondary research"
"http://orkg.org/orkg/resource/R584085","2003","study"
"http://orkg.org/orkg/resource/R584097","2003","case study"
"http://orkg.org/orkg/resource/R584109","2003","case study"
"http://orkg.org/orkg/resource/R583022","2005","case study"
"http://orkg.org/orkg/resource/R583022","2005","case study"
"http://orkg.org/orkg/resource/R583034","2005","interview"
"http://orkg.org/orkg/resource/R584117","2003","experiment"
"http://orkg.org/orkg/resource/R584117","2003","case study"
"http://orkg.org/orkg/resource/R586445","2003","case study"
"http://orkg.org/orkg/resource/R586458","2003","case study"
"http://orkg.org/orkg/resource/R586458","2003","survey"
"http://orkg.org/orkg/resource/R586470","2003","study"
"http://orkg.org/orkg/resource/R586489","2003","interview"
"http://orkg.org/orkg/resource/R586512","2003","case study"
"http://orkg.org/orkg/resource/R586519","2003","case study"
"http://orkg.org/orkg/resource/R580108","2005","study"
"http://orkg.org/orkg/resource/R580108","2005","study"
"http://orkg.org/orkg/resource/R586527","2003","study"
"http://orkg.org/orkg/resource/R587084","2003","suvey"
"http://orkg.org/orkg/resource/R587093","2003","case study"
"http://orkg.org/orkg/resource/R587101","2003","survey"
"http://orkg.org/orkg/resource/R587110","2003","case study"
"http://orkg.org/orkg/resource/R587118","2002","study"
"http://orkg.org/orkg/resource/R587127","2002","case study"
"http://orkg.org/orkg/resource/R587141","2002","case study"
"http://orkg.org/orkg/resource/R587153","2002","case study"
"http://orkg.org/orkg/resource/R583048","2005","study"
"http://orkg.org/orkg/resource/R583153","2005","study"
"http://orkg.org/orkg/resource/R580091","2005","survey"
"http://orkg.org/orkg/resource/R580091","2005","study"
"http://orkg.org/orkg/resource/R580091","2005","survey"
"http://orkg.org/orkg/resource/R580091","2005","interview"
"http://orkg.org/orkg/resource/R580091","2005","interview"
"http://orkg.org/orkg/resource/R578059","2005","action research"
"http://orkg.org/orkg/resource/R578059","2005","case study"
"http://orkg.org/orkg/resource/R578059","2005","interview"
"http://orkg.org/orkg/resource/R578059","2005","study"
"http://orkg.org/orkg/resource/R578059","2005","study"
"http://orkg.org/orkg/resource/R578059","2005","interview"
"http://orkg.org/orkg/resource/R588487","2002","case study"
"http://orkg.org/orkg/resource/R588498","2002","case study"
"http://orkg.org/orkg/resource/R588512","2002","case study"
"http://orkg.org/orkg/resource/R588523","2002","case study"
"http://orkg.org/orkg/resource/R588540","2002","case study"
"http://orkg.org/orkg/resource/R588557","2002","case study"
"http://orkg.org/orkg/resource/R588573","2002","case study"
"http://orkg.org/orkg/resource/R588979","2002","survey"
"http://orkg.org/orkg/resource/R589002","2002","case study"
"http://orkg.org/orkg/resource/R589009","2002","study"
"http://orkg.org/orkg/resource/R589022","2002","case study"
"http://orkg.org/orkg/resource/R589029","2002","study"
"http://orkg.org/orkg/resource/R589038","2002","study"
"http://orkg.org/orkg/resource/R589047","2002","study"
"http://orkg.org/orkg/resource/R580141","2005","study"
"http://orkg.org/orkg/resource/R580141","2005","study"
"http://orkg.org/orkg/resource/R580141","2005","survey"
"http://orkg.org/orkg/resource/R583172","2004","survey"
"http://orkg.org/orkg/resource/R583172","2004","study"
"http://orkg.org/orkg/resource/R583895","2004","interview"
"http://orkg.org/orkg/resource/R583928","2004","interview"
"http://orkg.org/orkg/resource/R583928","2004","interview"
"http://orkg.org/orkg/resource/R583928","2004","secondary research"
"http://orkg.org/orkg/resource/R583903","2004","survey"
"http://orkg.org/orkg/resource/R583903","2004","interview"
"http://orkg.org/orkg/resource/R583218","2004","study"
"http://orkg.org/orkg/resource/R583218","2004","survey"
"http://orkg.org/orkg/resource/R586519","2003","case study"
"http://orkg.org/orkg/resource/R586519","2003","interview"
"http://orkg.org/orkg/resource/R586519","2003","survey"
"http://orkg.org/orkg/resource/R586489","2003","secondary research"
"http://orkg.org/orkg/resource/R586489","2003","survey"
"http://orkg.org/orkg/resource/R587110","2003","study"
"http://orkg.org/orkg/resource/R584056","2003","study"
"http://orkg.org/orkg/resource/R584056","2003","interview"
"http://orkg.org/orkg/resource/R584056","2003","secondary research"
"http://orkg.org/orkg/resource/R584109","2003","case study"
"http://orkg.org/orkg/resource/R584052","2002","study"
"http://orkg.org/orkg/resource/R588979","2002","study"
"http://orkg.org/orkg/resource/R588979","2002","study"
"http://orkg.org/orkg/resource/R589029","2002","study"
"http://orkg.org/orkg/resource/R589029","2002","interview"
"http://orkg.org/orkg/resource/R589029","2002","secondary research"
"http://orkg.org/orkg/resource/R589002","2002","secondary research"
"http://orkg.org/orkg/resource/R589002","2002","study"
"http://orkg.org/orkg/resource/R589002","2002","interview"
"http://orkg.org/orkg/resource/R588540","2002","survey"
"http://orkg.org/orkg/resource/R596003","2001","study"
"http://orkg.org/orkg/resource/R596015","2001","interview"
"http://orkg.org/orkg/resource/R596015","2001","survey"
"http://orkg.org/orkg/resource/R596015","2001","study"
"http://orkg.org/orkg/resource/R596028","2001","survey"
"http://orkg.org/orkg/resource/R596037","2001","case study"
"http://orkg.org/orkg/resource/R596045","2001","study"
"http://orkg.org/orkg/resource/R597081","2001","secondary research"
"http://orkg.org/orkg/resource/R597176","2001","secondary research"
"http://orkg.org/orkg/resource/R597186","2001","study"
"http://orkg.org/orkg/resource/R597386","2001","case study"
"http://orkg.org/orkg/resource/R597400","2001","experiment"
"http://orkg.org/orkg/resource/R597400","2001","case study"
"http://orkg.org/orkg/resource/R597409","2001","case study"
"http://orkg.org/orkg/resource/R597880","2001","case study"
"http://orkg.org/orkg/resource/R597889","2001","case study"
"http://orkg.org/orkg/resource/R597910","2001","case study"
"http://orkg.org/orkg/resource/R598067","2001","experiment"
"http://orkg.org/orkg/resource/R598223","2001","case study"
"http://orkg.org/orkg/resource/R598230","2001","case study"
"http://orkg.org/orkg/resource/R598230","2001","case study"
"http://orkg.org/orkg/resource/R598230","2001","case study"
"http://orkg.org/orkg/resource/R598274","2000","experiment"
"http://orkg.org/orkg/resource/R598284","2000","experiment"
"http://orkg.org/orkg/resource/R598496","2000","case study"
"http://orkg.org/orkg/resource/R598506","2000","action research"
"http://orkg.org/orkg/resource/R598586","2000","case study"
"http://orkg.org/orkg/resource/R598598","2000","case study"
"http://orkg.org/orkg/resource/R598606","2000","case study"
"http://orkg.org/orkg/resource/R598614","2000","case study"
"http://orkg.org/orkg/resource/R598631","2000","study"
"http://orkg.org/orkg/resource/R254495","2011","case study"
"http://orkg.org/orkg/resource/R254508","2011","case study"
"http://orkg.org/orkg/resource/R254508","2011","study"
"http://orkg.org/orkg/resource/R554452","2007","interview"
"http://orkg.org/orkg/resource/R554460","2007","case study"
"http://orkg.org/orkg/resource/R554468","2007","case study"
"http://orkg.org/orkg/resource/R554861","2007","case study"
"http://orkg.org/orkg/resource/R555217","2007","study"
"http://orkg.org/orkg/resource/R555710","2007","experiment"
"http://orkg.org/orkg/resource/R556363","2006","case study"
"http://orkg.org/orkg/resource/R557163","2006","study"
"http://orkg.org/orkg/resource/R558201","2006","experiment"
"http://orkg.org/orkg/resource/R558201","2006","case study"
"http://orkg.org/orkg/resource/R256580","2011","study"
"http://orkg.org/orkg/resource/R265019","2011","survey"
"http://orkg.org/orkg/resource/R276031","2011","study"
"http://orkg.org/orkg/resource/R159690","2011","case study"
"http://orkg.org/orkg/resource/R279079","2010","case study"
"http://orkg.org/orkg/resource/R279086","2010","survey"
"http://orkg.org/orkg/resource/R558790","2006","case study"
"http://orkg.org/orkg/resource/R576739","2006","experiment"
"http://orkg.org/orkg/resource/R576757","2006","study"
"http://orkg.org/orkg/resource/R576765","2006","study"
"http://orkg.org/orkg/resource/R576776","2006","case study"
"http://orkg.org/orkg/resource/R158044","2006","experiment"
"http://orkg.org/orkg/resource/R576793","2006","case study"
"http://orkg.org/orkg/resource/R279141","2010","case study"
"http://orkg.org/orkg/resource/R279141","2010","secondary research"
"http://orkg.org/orkg/resource/R279151","2010","secondary research"
"http://orkg.org/orkg/resource/R287851","2008","case study"
"http://orkg.org/orkg/resource/R287863","2008","study"
"http://orkg.org/orkg/resource/R211411","2014","secondary research"
"http://orkg.org/orkg/resource/R211452","2014","survey"
"http://orkg.org/orkg/resource/R211467","2014","case study"
"http://orkg.org/orkg/resource/R211485","2014","case study"
"http://orkg.org/orkg/resource/R211485","2014","action research"
"http://orkg.org/orkg/resource/R211485","2014","secondary research"
"http://orkg.org/orkg/resource/R211502","2014","study"
"http://orkg.org/orkg/resource/R211502","2014","study"
"http://orkg.org/orkg/resource/R220323","2013","study"
"http://orkg.org/orkg/resource/R220323","2013","study"
"http://orkg.org/orkg/resource/R220390","2013","study"
"http://orkg.org/orkg/resource/R598694","2000","secondary research"
